id,text,word_count,language,source,source_type,collection_date,sdg_labels,primary_sdg,sdg_targets,confidence,annotation_notes,synthetic_sdg
226349f9,"In the Tarn Taran district, Sikh Jat landlords routinely deny Dalit farm laborers access to drinking water from the community well. 'That water is for our use only,' they assert, forcing the marginalized workers to rely on contaminated pond water. Such blatant social exclusion, rooted in age-old caste prejudices, deprives Dalits of a basic human right and perpetuates the cycle of inequality in rural Punjab.",65,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk highlights the denial of access to basic services like clean water for Dalit communities, demonstrating the inequality and discrimination they face - a key focus of SDG 10.",10
01b77ebb,"Kulwant, a Dalit woman in Patiala, was denied admission to the local skill development center after the instructor discovered her caste. 'We don't want your kind here,' he told her bluntly. Incidents like these, rooted in deep-seated prejudices, prevent marginalized communities from accessing opportunities for social mobility, trapping them in a cycle of poverty and disempowerment.",56,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk illustrates how Dalit communities face discrimination in accessing skill development programs, hindering their economic and social advancement - a key aspect of SDG 10 on reduced inequalities.",10
e07f9d35,"In the Beas riverine villages of Gurdaspur, Musahar tribal families have been systematically excluded from the government's rural housing scheme. 'They're not real residents,' claim the local authorities, denying these marginalized communities access to a basic entitlement enjoyed by the dominant castes. Such institutional discrimination perpetuates the socioeconomic isolation of vulnerable groups, depriving them of opportunities for upliftment.",58,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk demonstrates how tribal communities are denied access to government housing schemes, highlighting the inequality and exclusion they face - a key focus of SDG 10.",10
d31fadb8,"Saroj, an OBC woman from Kapurthala, was denied admission to the local vocational training institute after the principal discovered her caste and gender. 'We have limited seats, and we prioritize deserving candidates,' he told her dismissively. Such blatant discrimination in access to skill development opportunities perpetuates the socioeconomic marginalization of women from underprivileged communities, denying them a pathway to economic empowerment.",61,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk illustrates the intersectional discrimination faced by OBC women in accessing skill development programs, highlighting inequality of opportunity - a key focus of SDG 10.",10
c8340438,"In the wheat fields of Moga, Jagtar, a Dalit farm laborer, is paid 30% less than his upper-caste counterparts for the same backbreaking work. When he confronted the landlord, he was threatened with eviction from the small mud hut he lives in. Entrenched caste prejudices and the lack of collective bargaining power continue to trap marginalized communities in a cycle of economic exploitation and disempowerment.",65,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk highlights the wage discrimination faced by Dalit farm laborers, demonstrating the inequality and lack of economic opportunities for marginalized communities - a key aspect of SDG 10.",10
70850545,"In the Sutlej riverine villages of Ropar, tribal fishermen have been systematically excluded from the government's rehabilitation packages following the construction of the Bhakra Nangal dam. 'They're not real residents,' claim the authorities, denying these vulnerable communities any compensation for the loss of their traditional livelihood. Such institutional discrimination perpetuates the socioeconomic marginalization of tribal groups, trapping them in a cycle of poverty and disempowerment.",65,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk illustrates how development projects have disproportionately impacted tribal communities without adequate compensation or rehabilitation, exacerbating their socioeconomic inequality - a key focus of SDG 10.",10
475ac27a,"Seema, a Dalit woman from Fatehgarh Sahib, was denied admission to the local government hospital after the receptionist discovered her caste. 'We don't have the facilities to handle your kind,' the staff member told her bluntly. Such incidents of blatant discrimination in access to public services perpetuate the marginalization of Dalit communities, depriving them of their basic rights and entitlements.",60,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk demonstrates how Dalit women face discrimination in accessing public health services, highlighting the inequality and lack of inclusion they experience - a key aspect of SDG 10.",10
ce8bb213,"In the paddy fields of Muktsar, Dalit women farm laborers earn nearly 40% less than their male counterparts for performing the same arduous tasks. 'That's just how it's always been,' says the landlord, unwilling to address the deep-rooted gender and caste biases that perpetuate this exploitative wage gap. Such intersectional discrimination traps Dalit women in a cycle of economic disempowerment, denying them equal opportunities for advancement.",66,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk illustrates the intersectional inequality faced by Dalit women farm laborers, who experience both gender and caste-based discrimination in wages - a key focus of SDG 10.",10
8564cea8,"Surinder, a Dalit smallholder in Hoshiarpur, has been repeatedly denied access to subsidized agricultural inputs under the government's Paramparagat Krishi Vikas Yojana. 'We prioritize larger landowners,' claim the local officials, perpetuating the economic marginalization of resource-poor Dalit farmers. Such exclusion from support programs widens the stark divide between dominant and underprivileged communities, depriving the latter of crucial opportunities for upliftment.",60,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk demonstrates how government agricultural schemes fail to reach Dalit smallholder farmers, highlighting the inequality of access and opportunity they face - a key aspect of SDG 10.",10
eb1b74b1,"In the Beas riverine villages of Gurdaspur, Dalit families have been systematically denied access to the government's rural housing scheme. 'They're not real residents,' claim the local authorities, excluding these marginalized communities from a basic entitlement enjoyed by the dominant castes. Such institutional discrimination perpetuates the socioeconomic isolation of Dalits, depriving them of opportunities for upliftment and denying them a life of dignity.",63,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk illustrates how Dalit communities are denied access to government housing schemes, demonstrating the inequality and lack of inclusion they face - a key focus of SDG 10.",10
715eb5fe,"The Dalits in our village struggle to access the local mandi to sell their wheat and paddy harvests. They are often turned away or forced to accept lower prices than upper caste farmers. Despite government schemes to support small and marginal farmers, the benefits rarely reach our SC community. We feel stuck in a cycle of discrimination and economic marginalization.",60,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk highlights inequality and discrimination faced by the Dalit community in accessing agricultural markets and government support, which is a key issue under SDG 10 on reduced inequalities.",10
5eb651a6,"Our village water supply scheme has excluded the tribal hamlets on the outskirts. The taps and handpumps only serve the main village, leaving the Adivasi families without access to clean drinking water. Despite lodging complaints, the panchayat has not addressed this inequality. We fear that our children's health is at risk due to this blatant marginalization.",56,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk illustrates how access to basic services like water is unequally distributed across marginalized tribal communities, reflecting issues of inequality and exclusion under SDG 10.",10
7c9d7cf6,"As a Dalit agricultural laborer, I am paid 30% less than my upper caste counterparts for the same work in the fields. The landlord justifies this wage gap, claiming it is our 'traditional' role. I have tried to negotiate for fair wages, but am threatened with the loss of my job. This entrenched caste-based discrimination traps us in poverty and makes it impossible to improve our situation.",67,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This first-person account highlights wage discrimination and exploitation of Dalit workers, a key manifestation of inequality based on caste identity that is a focus of SDG 10.",10
6c9c2719,"In our block, the OBC and SC communities have been systematically excluded from accessing government assistance for procuring agricultural equipment and inputs. The subsidies and low-interest loans only seem to benefit the dominant Jat Sikh landowners. We have raised this issue with the local MLA, but he has done little to address this blatant inequality in the distribution of state support.",61,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk demonstrates how government schemes intended to support farmers are inequitably distributed, favoring dominant social groups over marginalized OBC and SC communities, an issue of inequality under SDG 10.",10
a0421662,"Our tribal hamlet in Hoshiarpur district has been left without land rights for generations. The ancestral forest lands we have tended for centuries are now claimed by the state. Without formal titles, we live in constant fear of eviction and cannot access government welfare schemes targeted at landowners. This systemic denial of land rights is a grave injustice that perpetuates our social and economic marginalization.",65,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk highlights how lack of land rights and formal entitlements leaves tribal communities economically and socially marginalized, a key inequality issue under SDG 10.",10
03e16512,"In the Malwa region, Dalit farmers report being denied entry to local grain mandis. They are forced to sell their wheat and paddy harvests at lower prices to private traders who exploit their vulnerabilities. Despite laws prohibiting such caste-based discrimination, the authorities turn a blind eye. This denial of market access is a grave injustice that entrenches the economic disadvantages faced by our Scheduled Caste brethren.",66,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk illustrates how Dalit farmers face discrimination and exclusion from agricultural markets, limiting their economic opportunities and perpetuating inequality, a key focus of SDG 10.",10
57262112,"The landless labourers in our village, who happen to be from the OBC community, earn 20-25% less than the Jat Sikh farmers for the same farm work. This wage gap has persisted for decades, with the landlords justifying it as per 'tradition'. We have organized protests, but the administration sides with the dominant caste landowners. This entrenched inequality traps our people in poverty and makes it impossible to improve our social status.",72,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk highlights the wage discrimination faced by OBC landless laborers compared to dominant caste landowners, a clear manifestation of inequality based on social identity that is a focus of SDG 10.",10
9ca4337a,"In our Doaba region village, the local anganwadi centre only provides nutritious meals and healthcare services to children from the dominant Jat Sikh households. Dalit and OBC families are turned away or receive inferior quality rations. This blatant exclusion from basic social services is a stark example of how caste-based discrimination continues to divide our community and deprive the marginalized of equal opportunities.",63,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk illustrates how access to essential social services is unequally distributed along caste lines, excluding marginalized Dalit and OBC communities, a key concern under SDG 10 on reduced inequalities.",10
7b61477d,"In the Mansa district, the landless Dalit farm workers struggle to access government welfare schemes that provide subsidized seeds, fertilizers and machinery. The local officials demand bribes and backdoor connections to process their applications, while upper caste farmers get their benefits seamlessly. This corruption and bias in public service delivery traps our people in a cycle of disadvantage and leaves them without the tools to improve their livelihoods.",68,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk highlights how unequal access to government support and benefits, driven by corruption and bias, disadvantages marginalized Dalit workers, a key issue of inequality under SDG 10.",10
a23bed34,"The Adivasi settlements in the Shivalik foothills lack basic infrastructure like paved roads, electricity and healthcare facilities. These fundamental services are available only in the main villages dominated by the Jat and Kamboj communities. Our repeated requests to the district administration have fallen on deaf ears. This stark urban-rural divide and neglect of tribal hamlets is entrenching socio-economic inequalities in our region.",62,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk illustrates the stark inequalities in access to basic services and infrastructure between dominant communities and marginalized tribal settlements, a key issue under SDG 10 on reduced inequalities.",10
0abddd2a,"In Amritsar district, the Dalit hamlet on the outskirts of the main village lacks access to the local canal irrigation network. As a result, our small landholdings suffer from chronic water scarcity, leading to poor harvests and incomes. The upper caste farmers control the water distribution and have denied our requests to extend the canals to our fields. This systemic discrimination against the SC community deepens our poverty and marginalization.",70,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk shows how unequal access to critical productive assets like irrigation infrastructure disadvantages marginalized Dalit farmers, reflecting the inequality issues under SDG 10.",10
1f226ac0,"The Abohar region is known for its flourishing vegetable and cotton farming, but the economic benefits are cornered by the dominant Jat Sikh landowners. Dalit tenant farmers who till these lands receive only a small share of the profits, while the landlords reap the bulk of the earnings. This extractive sharecropping system perpetuates the poverty and social marginalization of our SC brethren, denying them a fair stake in the region's agricultural prosperity.",72,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk highlights how economic inequality and exploitation of Dalit tenant farmers by dominant landowners is entrenched in the agricultural system, a key manifestation of inequality under SDG 10.",10
37296e44,"In the Malerkotla district, the OBC families report being systematically excluded from government housing schemes like Pradhan Mantri Awas Yojana. The local authorities prioritize applications from the Jat Sikh and upper caste applicants, while dismissing our pleas for affordable homes. This denial of a basic entitlement traps us in slum dwellings and reinforces the socio-economic gap between the dominant and marginalized communities.",62,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk demonstrates how access to government housing schemes that could reduce inequality is skewed away from OBC communities, perpetuating their social and economic marginalization, a core focus of SDG 10.",10
53c47388,"In our Hoshiarpur village, the Dalit youth struggle to access quality higher education opportunities. The few SC students who clear the entrance exams for professional courses are denied admission by colleges that favor upper caste applicants. This institutional bias and discrimination denies our children a chance to break the cycle of poverty and climb the social ladder, cementing intergenerational inequality.",60,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk highlights how inequality in access to quality education perpetuates disadvantage for marginalized Dalit youth, a key concern under SDG 10 on reducing inequalities.",10
f34022aa,"The Adivasi communities in the Nanded forests of Punjab have been denied land titles for generations. Without formal ownership, they cannot access agricultural credit, insurance or development schemes. Their ancestral lands are now claimed by the forest department, leaving them landless and impoverished. This systemic denial of land rights is a grave injustice that traps our tribal brethren in a cycle of marginalization and deprivation.",65,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk illustrates how lack of land rights and entitlements leaves tribal communities economically and socially marginalized, a manifestation of inequality under SDG 10.",10
421840fe,"In the Faridkot region, Dalit families report facing discrimination in accessing government welfare programs like old-age pensions and disability allowances. The local officials often demand bribes or deny their claims on flimsy pretexts. This bias in public service delivery denies our most vulnerable citizens their rightful entitlements, entrenching the social and economic divide between the dominant and marginalized communities.",59,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk highlights how discrimination and corruption in the implementation of social welfare schemes disadvantages Dalit citizens, exacerbating inequality, a core focus of SDG 10.",10
dbb5e736,"The Adivasi hamlets in the Shivalik hills of Ropar district lack basic healthcare infrastructure. The nearest primary health centre is over 10 km away, forcing our tribal families to rely on traditional healers. When medical emergencies arise, we have to transport the sick to the district hospital, often leading to preventable deaths. This neglect of our remote settlements perpetuates the stark urban-rural divide and denies us equal access to essential services.",71,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk illustrates how inadequate provision of healthcare services in remote tribal areas reflects and perpetuates broader inequalities that marginalized communities face, a key concern under SDG 10.",10
10946c5e,"In our Moga district village, the Dalit families are denied access to the local gurdwara and other community spaces. Our children are not allowed to play on the village grounds or use the common village well. This institutionalized social boycott by the dominant Jat Sikh landowners relegates us to the fringes of the community and denies us the dignity of equal citizenship. It is a stark reminder of the deep-rooted caste prejudices that continue to divide our society.",78,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk highlights how exclusion from community spaces and public goods perpetuates the social marginalization of Dalit citizens, a manifestation of inequality under SDG 10.",10
86cf2f2c,"The OBC households in our Bathinda district village are paid 30% less than the Jat Sikh farmers for the same agricultural labor. This wage disparity has persisted for generations, with the landlords citing 'tradition' to justify the discrimination. Our attempts to negotiate better pay have been met with threats of losing our jobs. Without legal recourse or political representation, we remain trapped in this exploitative system that denies us a fair share of the region's economic prosperity.",77,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This chunk illustrates the wage discrimination faced by OBC agricultural laborers compared to dominant caste landowners, a clear example of inequality based on social identity that is a focus of SDG 10.",10
4870a219,"In Bathinda district, Dalit farmers face constant discrimination at the local mandi. They are often forced to sell their wheat and paddy crops at lower prices than upper-caste farmers. ""We are denied entry to the main trading areas and have to negotiate with commission agents on the outskirts. This keeps our incomes low compared to others."" says Jagdeep, a small landholder. The state government's procurement programs seem to overlook these inequalities, further entrenching the divide.",75,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes inequality and discrimination faced by Dalit farmers in accessing markets, which is directly relevant to SDG 10 on reducing inequalities.",10
eeb077cc,"Mansa district is home to a large population of Scheduled Tribe communities who have lived on forest land for generations. However, they lack formal land titles, making them vulnerable to displacement. ""The forest department keeps saying this is government land. But my family has tended these fields for 50 years. How can they suddenly ask us to leave?"" laments Lakhwinder, a tribal farmer. Without secure land rights, these marginalized groups remain excluded from development schemes and face persistent poverty.",79,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how lack of land rights makes tribal communities vulnerable and excludes them from development, which is a key aspect of SDG 10 on reducing inequalities.",10
febdf48c,"In Ferozepur, the local MGNREGA program systematically pays lower wages to Scheduled Caste workers compared to other castes. ""I get 200 rupees per day, while the Jat farmers next to me get 250. It's blatant discrimination,"" says Harbans, a landless labourer. Complaints to the authorities have fallen on deaf ears. This wage gap perpetuates the economic marginalization of Dalit communities, making it harder for them to escape the cycle of poverty.",71,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes wage discrimination against Dalit workers, which is a clear example of inequality that SDG 10 aims to address.",10
f0109cbe,"Faridkot's farmers have repeatedly reported that the local irrigation department discriminates against Scheduled Caste and Other Backward Class communities when providing canal water access. ""They ensure the upper-caste landlords get their full quota first, leaving little for our small fields,"" says Kuldeep, a Dalit farmer. This unequal distribution of a vital resource like water further entrenches the socio-economic gaps between dominant and marginalized groups in the region.",67,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how access to irrigation water is unequally distributed, disadvantaging lower-caste farmers, which is a clear example of the inequality that SDG 10 aims to address.",10
b772f402,"In Muktsar, Dalit women face systemic exclusion from local government schemes and programs. ""The Sarpanch only Ever listens to the dominant-caste families in the village. Our applications for housing, pensions, or skills training never get approved,"" rues Jasbir, a community organizer. This denial of basic entitlements traps Dalit women in a cycle of poverty and marginalization, despite constitutional guarantees of equality.",61,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how Dalit women are excluded from accessing government schemes and programs, which is a clear example of inequality that SDG 10 aims to address.",10
ed3dbb8f,"Amritsar's brick kiln owners routinely exploit migrant tribal workers, paying them well below minimum wages. ""We are brought here from Jharkhand with the promise of good pay, but end up trapped in debt bondage,"" says Ranjeet, a worker. With little recourse to legal aid or labor unions, these marginalized communities remain vulnerable to wage theft and unsafe working conditions, perpetuating their economic and social marginalization.",65,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how migrant tribal workers are exploited and paid less than minimum wage, which is a clear example of inequality and discrimination that SDG 10 aims to address.",10
f9065333,"In Ludhiana's textile factories, Dalit workers report routine harassment and discrimination by supervisors from upper-caste backgrounds. ""They hurl casteist slurs at us and deny us promotions, even though we do the same work,"" says Rajesh, a machine operator. The factory owners turn a blind eye to these practices, indicating the deep-rooted nature of caste-based inequalities in the industrial sector as well.",61,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how Dalit workers face discrimination and unequal treatment in the workplace, which is directly relevant to SDG 10's aim of reducing inequality.",10
fb2ad55d,"Jalandhar's Scheduled Caste communities have long been denied access to public water sources like ponds and wells. ""The upper-caste villagers have set up their own private taps and hand-pumps, which they refuse to share with us,"" says Manjeet, a Dalit resident. This segregation of a basic resource like water perpetuates the social ostracization and economic marginalization of these historically disadvantaged groups.",61,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how access to public water resources is unequally distributed, disadvantaging Dalit communities, which is a clear example of the inequality that SDG 10 aims to address.",10
a13fc0fe,"Tarn Taran's landless Dalit families are increasingly migrating to nearby cities for menial jobs, as they are denied sharecropping rights on agricultural lands owned by upper-caste farmers. ""We used to at least have some income from the fields, but now the Jat landlords refuse to give us a share of the crops,"" laments Balwinder. This loss of traditional livelihoods further widens the economic gap between dominant and marginalized communities.",69,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how Dalit families are denied access to land and traditional livelihoods, which is a form of inequality that SDG 10 aims to address.",10
ef809ae7,"In Kapurthala district, the local Self-Help Group (SHG) program overwhelmingly benefits upper-caste women, leaving out Scheduled Caste and Other Backward Class communities. ""The Sarpanch and bank staff only recommend their own relatives and friends for the micro-loans and skills training,"" says Kulwinder, a Dalit woman. This skewed implementation of a poverty alleviation scheme entrenches existing social hierarchies and deprives marginalized groups of much-needed economic opportunities.",65,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how a government scheme is unequally implemented to benefit dominant social groups over marginalized communities, which is directly relevant to SDG 10's goal of reducing inequalities.",10
5f62d740,"Hoshiarpur's Scheduled Tribe farmers report that they are systematically denied subsidies and loan waivers provided by the state government's agricultural support programs. ""We simply don't have the right social connections or political clout to access these benefits,"" rues Sukhdev, a small landholder. This exclusion from key entitlements widens the economic disparities between tribal communities and the agrarian mainstream, perpetuating their marginalized status.",62,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how tribal farmers are excluded from accessing government agricultural support schemes, which is a form of inequality that SDG 10 aims to address.",10
b69ae2cb,"In Pathankot, Dalit sanitation workers face social stigma and poor working conditions compared to other municipal employees. ""We are made to clean sewers and public toilets by hand, with no safety gear. The upper-caste staff get office jobs and better pay,"" says Ranjana. This entrenched discrimination in public sector jobs denies equal opportunities to marginalized communities, further perpetuating hierarchies of caste and class.",63,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how Dalit sanitation workers face discrimination and unequal treatment in their jobs, which is a clear example of inequality that SDG 10 aims to address.",10
3c816f13,"Fazilka's Scheduled Caste families report being systematically overlooked by the local government's housing and infrastructure development programs. ""The sarpanch only sanctions new roads, drains, and electricity connections in the dominant-caste neighborhoods,"" says Sukhwinder, a community activist. This unequal provision of basic civic amenities entrenches spatial segregation and socio-economic disparities between upper-caste villages and Dalit bastis (settlements).",56,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how government development programs are unequally distributed, disadvantaging Dalit communities, which is a form of inequality that SDG 10 aims to address.",10
2bdeeba4,"Moga's landless Dalit laborers are increasingly being replaced by farm machinery, as wealthy landlords prioritize efficiency over labor-intensive cultivation. ""The harvester and thresher owners are all Jat farmers. We've lost our traditional work in the fields,"" laments Lakhwinder. This technological disruption, coupled with social discrimination, is rapidly eroding the already precarious livelihoods of marginalized agricultural workers, with grave implications for their economic security.",63,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how technological change and social discrimination are negatively impacting the livelihoods of Dalit agricultural workers, which is a form of inequality that SDG 10 aims to address.",10
e34e2459,"In Barnala, Scheduled Caste youth report facing severe barriers in accessing government-run skill development and entrepreneurship programs. ""The selection process is rigged in favor of dominant-caste applicants who have the right connections,"" says Jaspreet, a college graduate. Lack of equal opportunities in vocational training perpetuates the socio-economic marginalization of these disadvantaged communities, limiting their pathways to secure livelihoods.",58,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how Dalit youth face unequal access to skill development and entrepreneurship programs, which is a form of inequality that SDG 10 aims to address.",10
bc60dc67,"Ropar's Scheduled Caste farmers report facing constant harassment from the local revenue department officials, who routinely demand bribes to process their land ownership and subsidy applications. ""They know we don't have the same social clout as the upper-caste zamindars, so they exploit us,"" says Balwinder. This systematic extortion further erodes the already limited economic resources of marginalized communities, trapping them in cycles of debt and poverty.",66,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how Dalit farmers face discrimination and exploitation from government officials, which is a form of inequality that SDG 10 aims to address.",10
7d246876,"In Fatehgarh Sahib, Scheduled Tribe communities living in forested areas report being denied access to Minor Forest Produce (MFP) like honey, herbs, and fruits. ""The forest department guards keep shooing us away, saying these are protected areas,"" says Sukhvinder, a tribal resident. Exclusion from traditional livelihood sources further impoverishes these marginalized groups, undermining their food security and economic resilience.",59,en,synthetic_sdg10,synthetic,2026-05-13,[10],10,,high,"This text describes how tribal communities are denied access to forest resources, which is a form of inequality that SDG 10 aims to address.",10
