id,text,word_count,language,source,source_type,collection_date,sdg_labels,primary_sdg,sdg_targets,confidence,annotation_notes
265f26de,"It was observed that 98.34% of the sample beneficiaries and 99.17% of the non-sample beneficiaries owned up to 2 hectares of land. It shows that the sample farmers were generally small and marginal. Out of total respondents of sample families only 66.67 per cent were educated. Illiteracy still persists among the farmers. Out of total 340 members of 120 samples beneficiary families, 53.24 per cent was engaged in non-farming activities against 46.76 per cent engaged in Land Utilization and Cropping Pattern Land owned was totally irrigated and used for cultivation. The average land holding of the sample beneficiary farmers was 0.71 hectare against 0.60 hectares of the nom-sample beneficiary farmers. Per farm owned land was 0.71 hectare on the sample beneficiary farms against 0.60 hectare on non-sample beneficiary farms.",129,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
7a1dcdfe,"Both the sample beneficiary and non- beneficiary farmer had not leased-out their land during the reference period. The leasing practice of the land was not prevalent in the study areas. Cropping intensity was 168.20 per cent and 168.01 per cent on beneficiary and non- beneficiary farms respectively. It was observed that the sample beneficiary and non-beneficiary farmers had sown mainly the Kharif and Rabi crops on their farms in the reference year. Of the gross cropped area, cereals were sowed on 77.35%, pulses on 18.70% and oilseeds on 3.95% on the sample beneficiary farms. Paddy and wheat were the two major cereals which together accounted for 77.35 per cent of the gross cropped area on the sample beneficiary farms.",119,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
3de1f66c,"Among all the crops, share of wheat was 45.07 per cent and the share of paddy was 32.28 per cent on the sample farms. The non-sample, beneficiary farms also depicted the same cropping pattern. Preference of the farmers was for wheat and paddy on both the sample farms. Among the oilseeds, groundnut and mustard were the dominant crops on the sample farms during the same period. The preference of the sample farmers was for paddy and wheat. It appears that these crops have limited risk in comparison to oilseeds and pulses. Due to the assured return from these two crops, farmers spend more capital on paddy and wheat as compared to oilseeds and pulses.",114,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
e42ad799,"Per Hectare cost of production on different crops on the sample farms The main crops grown were wheat and paddy by both the sample beneficiary as well as non- beneficiary farmers. Per hectare cost of production of wheat and paddy was estimated at Rs. 40,583 on sample beneficiary farms respectively. In case of non-sample beneficiary farms, per hectare cost of production of wheat and paddy was Rs. 37,937 respectively during the reference year. The total input costs of all crops on sample beneficiary farms were Rs. 38.77% of the total cost was incurred on the purchase of material inputs .31.80% was paid as rent on machinery. 14.43% on labour and wages and rest 15% was spent on other related inputs.",120,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
537e0043,"It shows that the sample beneficiary farmers had given due weightage to the purchase of seeds, fertilizers and pesticides. The analysis also indicates that total per hectare costs of production of all the crops on the sample beneficiary farms in 2020-21 worked out to be Rs. 33003, out of which the share of PM-Kisan Scheme was only 9.65%. This was due to the diversion of the funds to unproductive purposes. Pattern of the utilisation of the funds of the PM-Kisan Scheme All the selected 120 beneficiaries were regularly getting Rs. 6,000 per annum from 2019-20 to 2020-21, under this scheme. The data reveals that out of Rs.7,20,000 of the PM-Kisan Scheme during 2020-21, Rs.4,60,700 (63.99%) was used in agriculture while the rest Rs.2,59,300 (36.01%) was used in non-agriculture purposes.",129,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
b924e26a,"Of the total amount of Rs.4, 60,700 incurred on agriculture cultivation, the maximum amount of 40.82% was spent on ploughing followed by 22.69% and 21.01% on fertilizers and seeds respectively. While the pesticides, irrigation, machinery, labour and other charges accounted for 15.48% of the total agriculture fund under the PM-Kisan Scheme. 39.30% was spent on health followed by expenditure on social ceremonies, purchase of non- agricultural assets, and construction of house and others respectively. Thus, major expenditure of non-agriculture purpose was on medicines and social ceremonies. They together accounted for 66.32% of the total amount of Rs. 2, 59,300 used for unproductive purposes. The beneficiaries were also interested in purchasing non-agricultural assets.",112,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
f5787e03,"But the maximum amount of PM-Kisan scheme was spent on agriculture and that to on wheat and The data analysis of the utilisation of funds under the PM-Kisan Scheme reflects that the timing of the instalments and spending pattern are very closely related to each other. The instalments of the PM Kisaan Scheme received by the beneficiaries at the peak of the agricultural season are largely spent on agriculture. The disbursement of the funds in the off season of agriculture, are generally spent on non-agriculture purposes. Undoubtedly, the PM- Kisan Scheme is playing a significant role in enhancing the production and income from crops on the beneficiary farms which is supported by the analysis of the data. Production and income of the beneficiary farms Vs.",125,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
3d8885fe,"Non-Beneficiary farms Both the sample and the non-sample beneficiary farmers focused only on two crops- paddy and wheat. Per hectare yield of paddy was 54.58 qtls on sample beneficiary farms while it was 52.90 qtls on sample-non beneficiary farms, thereby showing an increase of 3.08% over the non-sample farms. Per hectare yield of wheat was estimated at 43.05 qtls on sample beneficiary farms against 42.22 qtls yield on non-sample farms, showing 1.93% increase over the non-sample beneficiaries. It shows that the per hectare yield of paddy and wheat was higher by 3.08% and 1.93% on sample beneficiary farms respectively than yield of paddy and wheat on non-sample beneficiary farms during the same period.",113,en,PM_Kisan_PDF_Final,government_document,2026-05-07,[2],2,,high,text discusses crop yield and agriculture
335103d8,"The farm income of both the beneficiary and non-beneficiary farms are compared to see the impact of the PM-Kisan Scheme. Per household net income was estimated at Rs. 48,334 of the beneficiary farms in the reference year against Rs. 43,573 per household income on non- beneficiary farms, thereby showing 9.85% increase over non-beneficiary farms. The per capita net farm income was worked out to be Rs. 7,178 on beneficiary farms against Rs.7, 354 of the non-beneficiary farms. Per hectare net farm income worked out to be Rs. 40,098 on beneficiary farms against Rs. 40,082 on non-beneficiary farms in the reference year. It shows that per hectare net farm income was higher only by 0.04% on the beneficiary farms over the non-beneficiary farms.",122,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
49fd3da5,"This shows that the impact of the PM-Kisan Scheme was positive but not very significant in the reference year. This clearly indicates that a large amount of the PM-Kisan funds is being diverted for non-agricultural purposes. In spite of this, financial support of Rs. 6,000 per annum to the beneficiary farmers under the scheme has been encouraging to farmers to purchase seeds, fertilizers, pesticides etc. for getting optimum production of the crops. It is helpful in increasing the risk-taking capacity of the farmers. Overall, this scheme is a boon for the farmers. Based on the empirical findings, the study elucidates the following policy brief for 1.",106,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
8307a616,"The scheme specifically focuses on marginal and small farmers but the landless crop sharers and the tenants remain excluded though they shoulder the farming responsibilities, costs and risks as well. To ensure proper targeting of beneficiaries, absentee landlordism should be identified and caution ensured to device innovative procedures to eliminate them as they do not function as primary cultivators or tillers of land. Fund Diversion and its use in unproductive or non-agricultural purposes leads to failure of designated aim of the scheme. Novel ways of transfer of funds in the form of reimbursement of bills incurred on purchase of urea, fertilizers, seeds etc. could in a way curb conspicuous consumption of cash funds. Seeds, fertilizers, pesticides etc.",117,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
d2fa9a9d,"could also be made available in kind (through vouchers or stamps) under this scheme instead of 4. The cash transfers under this scheme should be made during the peak season of the crops. It will be helpful in checking the diversion of the funds to unproductive activities. Leakages need to be tapped. Selection of bogus and fraud beneficiaries should be sorted out from the list of genuine beneficiaries. It has been found that the wife and husband both have been included in the list of beneficiaries. Apart from this, the employees and pensioners were also taking the benefit under PM-Kisan Scheme. These beneficiaries are now not entitled to get the benefits under this scheme. Simplified Registration Process: The registration procedure should be more simplified in order for universal coverage.",129,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
a184989c,"Most of sample beneficiaries had faced some difficulties in getting revenue records, opening of bank account etc. during, the registration process under PM-Kisan Scheme. The role of K.V.K needs to be effectively ensured in promoting the farmers for adoption of modern techniques in agriculture. Empirical revelations impinge on the fact that in general practice the scientists of K.V.K. did not approach remote villages of the selected districts during the study period. Land Records need to be Digitalized and Updated: Land records if not updated on a regular basis may result in selection of in false cases. There could be instances where cultivating farmers would have partitioned their holdings from other family members, but the land records if not updated may deem them to be a disclaimer.",126,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
43bd11b0,"Such genuine cases need to be addressed by revenue authorities so that eligible farmers are not deprived. Parallelly, fraudulent claims should also be avoided. Monitoring and review committee at state, district, block and village levels should be organized on regular basis to solve the grievances and problems of beneficiary and non- beneficiary farmers. The list of registered beneficiaries under this scheme should be published at village level to ensure full transparency. Dissemination of Information on the Scheme and Its Utility: Regular awareness programmes should be organized at village level to propagate the benefit of PM-Kisan Scheme. Compressive efforts should be made to link huge number eligible farmers with this scheme. Village camps may be organized at Kissan Sewa Kendra or Panchayat Bhawan on particular date and time.",127,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
f7edce96,"This integrated approach will be very helpful for excluded farmers in getting registration under PM-Kisan Scheme. With the ICT usage and direct transfer of money to farmers’ bank accounts, pilferage would also be less. Farmers without bank accounts may be promoted to open ‘no-frills’ accounts under the Jan-Dhan Yojana, linking Aadhaar data base. The Pradhan Mantri Kisan Samman Nidhi (PM-KISAN) is a new Central Sector Scheme to provide income support to all landholding farmers' families in the country to supplement their financial needs for procuring various inputs related to agriculture and allied activities as well as domestic needs. Under the PM-KISAN scheme, all landholding farmers' families shall be provided the financial benefit of Rs. 6000 per annum per family payable in three equal instalments of Rs.",126,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
c05e8144,"2000 each, every four months. PM-Kisan Samman Nidhi Yojana was announced on February 1, 2019, during the Interim-Union Budget 2019 and was effective from December 2018. Prime Minister Narendra Modi launched PM-Kisan Samman Nidhi Yojana on February 24, 2019, in Gorakhpur. PM Modi transferred the first installment to 1 Crore farmers of Rs. 2000 each ahead of the Lok Sabha Elections 2019. The scheme aims to strengthen the financial capability of the farmers in procuring agricultural inputs and encourage adoption of modern techniques in the crops to obtain optimum yield. Apart from this, it also helps in reducing the liquidity constraints and easing the access to credit. Pradhan Mantri Kisan Samman Nidhi (PM-KISAN): At a Glance 1.",117,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
30b9c497,"Vulnerable landholding farmer families, having cultivable land up to 2 hectares, will be provided direct income support at the rate of Rs. This income support will be transferred directly into the bank accounts of beneficiary farmers, in three equal instalments of Rs. The complete expenditure of Rs 75000 crore for the scheme will be borne by the Union Government in 2019-20. Under the Pradhan Mantri Kisan Samman Nidhi Yojana, an amount of ₹ 6000 is provided to all the small and marginal farmers of the central government every year, this amount is sent to all the lower middle-class farmers through online medium who all are farmers.",106,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
9bb1fb89,"The revised Scheme is expected to cover around 2 crore more farmers, increasing the coverage of PM-Kisan to around 14.5 crore beneficiaries, with an estimated expenditure by Central Government of Rs. 87,217.50 crores for year 2019-20. The amount is being released in three 4-monthly installments of Rs.2000/- each over the year, to be credited into the bank accounts of the beneficiaries held in destination banks through Direct Benefit Transfer mode. The scheme was launched in a record time of 3 weeks, on 24th February at a huge programme in Gorakhpur; Uttar Pradesh where the first rounds of installments was paid to several farmers.",103,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
ed1c853d,"1 Eligibility Criteria: PM-Kisan For getting the registration of Pradhan Mantri Kisan Samman Nidhi Yojana, it is necessary for all the farmers to have the following eligibility criteria given below: -  Under PM-Kisan Yojana, all small and marginal farmers of our country can get  All the farmers who will register for PM-Kisan Yojana, the data of all those farmers or landlords should be with the Government of India.  It will be mandatory for all the farmers to have a record of their land details. The programme, PM-KISAN, is similar to other such schemes like the Rythu Bandhu of Telangana and Kaalia programmes of Odisha. Bhavantar Bhugtan Yojana in Madhya Pradesh sought to provide relief to farmers by providing the differential between MSPs and market prices.",128,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
bbf6c20b,"The Rythu Bandhu scheme of the Telangana government provides ₹4,000 per acre for every season to all the farmers of the state. Similar initiatives have also framed in Jharkhand and Odisha. In December 2018, Odisha launched the Krushak Assistance for Livelihood and Income augmentation (KALIA). KALIA is more complicated in design and implementation. It commits to give Rs 5,000 per SMF, twice a year that is Rs 10,000 a year. As per the agricultural census 2015–16 data, there are 99,858 marginal landholdings (less than 1 ha) and 25,777 small landholdings (1 ha to 2 ha) in India. Therefore, there are 1, 25,635 landholdings eligible for the benefits under the PM-Kisan programme. 6,000 per landholding, the total annual expenditure works out to approximately `Rs.",123,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
ee642169,"Subsequently, the criteria of eligibility for the scheme were changed from June 2019 onwards and it was extended to cover all the 140 million farmers of the country. The rationale behind the amount Rs. 6,000 per landholding is not clear from any of the policy documents. However, from the basic theory of production, it can be inferred that a farmer is likely to incur severe loss or may even stop cultivating if the average variable costs fall below the price they receive. Adoption of modern technologies is one of the most promising strategies to increase farm incomes. Among the constraints to technology adoption, the most prominent are lack of information and lack of credit.",114,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
07b869b0,"In India, more than half of farming households do not have access to formal credit and one fifth farmers purchase inputs on credit. In such a situation, the introduction of a cash transfer scheme (Pradhan Mantri Kisan Samman Nidhi) (PM-Kisan) to ease the liquidity constraints of Indian farmers for procuring inputs is important and relevant. Thus, PM-Kisan needs to cover at least the basic expenditure on cultivation to be effective. Following this line of reasoning, the cost considered here is the A2 cost, which covers only the paid-out costs of the farmer. This weighted A2 cost works out to Rs. 6,000 per ha under PM-Kisan Nidhi Samman is not sufficient to cover even A2 cost. Presently 2 crores, 56 lakh farmers of Uttar Pradesh are covered under the scheme.",129,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses Zero Hunger and Decent Work & Economy
7bb65145,"Out of the total 10 crore 46 lakh beneficiaries under this scheme in the country in 2018-19, more than 26.93% belonged to U.P alone. Therefore, it was relevant to know the outcome of this huge investment at the ground level. In order to know the impact of this scheme on the farm income of the beneficiaries, a study has been conducted by the Agro-Economic Research Centre of University of Allahabad, Prayagraj in third week of May, 2022, taking 2020-21 and 2022 as the reference year. In this context, 120 beneficiaries and 120 non-beneficiaries were selected from 4 districts of 4 different economic regions of Uttar Pradesh. A comparative analysis has been done to measure the impact of the scheme on the farm income of the beneficiaries with the non-beneficiaries.",129,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
ece4c97b,"Implementation of the Scheme The scheme was launched by the Govt. of India in December 2018 across the whole country. It aimed at providing Rs. 6,000 per annum as income support to the families of all the farmers who own cultivable land. 6,000 per year is transferred. 2,000 as quarterly instalments is transferred in the bank accounts of the registered beneficiary farmers since the inception of the PM-Kisan Scheme. The first instalment of the scheme was transferred on 24th February, 2019. The prevailing land ownership system was used for the identification of the targeted beneficiaries. Those whose names were found in land records till February 2019 were entitled to get the benefit under this specific scheme. Telangana, was the first state to recognise and initiate the scheme at state level.",130,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
3504697d,"It implemented the scheme under the name of Ritu Bandhu Scheme. Following this, a certain amount was given directly to the eligible farmers. This scheme was highly appreciated by various entities and got world-wide recognition by organisations like World Bank etc. for its successful implementation at the grass root level. It was observed by many economists that this scheme was a much better alternative than waiving of the loan which amounted up to Rs. For the year 2018-19, Rs. 20,000 crore was allocated under this scheme. For the subsequent year 2019-20, the scheme was revised to benefit nearly 2 crores more farmers extending the coverage of the scheme to 14.50 crore beneficiaries by allocating 87,275 crores by the Central Govt. on 24th February, 2019.",124,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
f08e0ac4,"In this context, the Hon’ble Prime Minister Shri Narendra Modi had launched the PM-Kisan Scheme at Gorakhpur district of UP, by transferring the first instalment of Rs. 2,000 each to over one crore farmers. The important objective of this scheme is to supplement the financial need of all the farmers in procuring various inputs to ensure proper crop health and appropriate yield, proportionately with the anticipated farm income. All the farmers who own cultivable land are being covered under this scheme. The identification of the targeted beneficiaries is based on the existing land ownership system across the country. Further specification requires clear and updated land records. The Aadhaar, mobile number and Bank accounts are mandatory requirements to get registered under this scheme.",122,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
e33f45b1,The State/UT Governments expedite the progress of digitalization of land records and linking the same with Aadhaar card as well as the bank details of the beneficiaries. The list of eligible beneficiaries is published at village level to ensure transparency. The farmers who are eligible for the benefit but are not included in the list of beneficiaries have the option to represent their case to get registered under the scheme. The amount due to the beneficiaries is to be paid directly in their accounts under the mechanism of Direct Benefit Transfers (DBT). The scheme is fully funded by the Govt. is assigned with the role of identifying the eligible farmers and uploading the related details on the online portal of the PM-Kisan scheme.,123,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
e68a1288,"An annual amount of Rs.75, 000 crore is being transferred across the country under this scheme. The cut-off date for the determination of the eligibility of beneficiaries was 01/02/2019. There is no provision to change the cut off dates for the next five years. However, it can be relaxed in some cases which have been given in the operational guidelines of the scheme. The States/ UTs are solely responsible for the preparation of the list of beneficiaries which is valid only for a year. The adoption of modern techniques in the cultivation of crops requires huge investment annually. The prices of essential inputs such as seed, fertilizers, pesticides, etc. are also increasing every year.",114,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
86081487,"On account of these difficulties, the economically deprived section of the society is not in a position to invest adequately in the required capital and raw material for the crop production. In the wake of the following complications the Govt. of India had launched the Pradhan Mantri Kisan Samman Nidhi Yojana in 2018 to supplement the financial need of the farmers. The annual help of Rs. 6,000 has earned deep gratitude and satisfaction of the farmers from all over the country. This augment in the financial income of the farmers would be a key step in paving the way for the adoption of the modern techniques. Consequently, increased productivity would lead towards self-sufficiency and fulfilling the agenda of ‘doubling farmer’s income’.",121,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
4ef6bd5c,"The economy of Uttar Pradesh is based primarily on agriculture and around 65% of the total population is dependent on agriculture. Uttar Pradesh is the top producer of food grain accounting for 17.83% share in the country’s total food production. According to the data of 2019-20, about 165.98 lakh hectares (68%) area is cultivated in the state. The average holding size of agriculture in Uttar Pradesh is 0.76 hectare which is less than the national average of 1.5 hectares. The State produces all weather crops i.e., Rabi, Kharif and Zaid. The progress of the scheme within different states from year 2018-19 to 2021-22 has been analysed in the Table-I.1. Table 1.1 reveals that 2.82 crore farmers were benefited during 2018-19 in Uttar Pradesh.",123,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
fdc2e750,"1, 11, 92,506 crore had been transferred to bank accounts of the beneficiary farmers during the year 2018-19. It can also be noticed from Table-I-1 that the number of benefitted beneficiaries was highest in Uttar Pradesh. Out of the total covered beneficiaries of the country under PM-Kisan Scheme, the share of UP was maximum being 26.93% of the country in 2018-19 followed by 10.96%, 8.62%, 8.011%, 7.54%, 6.20% and 5.57% in Maharashtra, Madhya Pradesh, Bihar, Rajasthan, Gujarat and Andhra Pradesh respectively. Thus, it is relevant to know the impact of PM-Kisan Scheme on the farm income of the beneficiaries in Uttar Pradesh.",102,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
85bdb8b4,"Need and Scope of the Study The basic objective of the PM-Kisan Samman Nidhi Yojana was to provide financial assistance to the farmers who own land. Under this programme, Rs. 6000 per year is provided to each farming family. This amount is provided in three equal instalments of Rs.2000 each and is deposited directly into the beneficiary’s account. The programme is totally funded by the Government of India. This scheme was initially confined to small and marginal farmers till December 2018 but about 14% of the farmers were still not covered under the scheme in Uttar Pradesh. The reason of this non-coverage could be the unavailability of genuine land records, Aadhar cards, mobile number and bank accounts.",117,en,PM_Kisan_PDF_Final,government_document,2026-05-07,"[2, 8]",2,,high,text discusses crop yield and farm labour costs
